,channel_subscribers,video_id,video_title,video_duration,video_artiste,video_tags,video_likes,video_dislikes,no_of_comments,video_views
114,44.5k,51265719,_pastors_daughter_she_came_to_preach_and_got_fucked_really_hard,7 min,The Queens Show,"porn,black,fucking,ass,condom,doggystyle,ebony,pussyfucking,big-ass,nigeria,naija", 3.6k, 2.8k,40,"2,852,515"
115,44.5k,50927889,hottest_creampie_in_africa,7 min,The Queens Show,"cumshot,pussy,black,hardcore,sucking,creampie,blowjob,doggystyle,shaved,squirt,ebony,pussyfucking,big-ass,indian,bbc,nigeria,black-cock,naija,pussy-gaping,naija-queens", 1.1k, 698,23,"1,179,858"
116,44.5k,55224229,some_deep_creampie_after_some_hard_pussy_fucking,10 min,The Queens Show,"black,creampie,doggystyle,amateur,pussyfucking,africa,nigeria,black-cock", 174, 113,2,"136,408"
117,44.5k,50544097,i_fucked_my_cousin_for_some_cash,10 min,The Queens Show,"black,ebony,big-ass,big-tits,bbc,nigeria,black-girl,black-cock,naija,nigerians,verified-profile,nolly-porn,naija-queens,bang-nolly", 554, 383,33,"527,762"
118,44.5k,51585233,bank_manager_caught_fucking_customer_after_work_in_a_hotel.,8 min,The Queens Show,"cumshot,black,hardcore,doggystyle,ebony,pussyfucking,hardsex,nigeria,black-cock,naija,nollywood", 1.3k, 1k,30,"1,318,784"
119,44.5k,56743859,riding_and_creaming_on_your_dick,10 min,The Queens Show,"cumshot,pussy,black,doggystyle,wet,ebony,pussyfucking,big-ass,africa,black-cock,naija", 20, 5,1,"5,771"
120,44.5k,52957257,fucking_my_ebony_sex_mates_hairy_pussy_hard,10 min,The Queens Show,"pussy,milf,doggystyle,real,fingering,ebony,pussyfucking,big-ass,african,nigerian,black-cock", 1.2k, 777,15,"756,103"
121,44.5k,56273313,black_pussy_ebony_babe_having_a_good_time_and_squirting,15 min,The Queens Show,"pussy,black,handjob,mature,squirt,hairy,ebony,masturbation,masturbate,africa,naija", 315, 159,20,"195,260"
122,44.5k,56843057,mom_was_out_and_step_dad_fucked_my_pussy_and_creampied_me_while_i_was_sleeping,11 min,The Queens Show,"cumshot,cum,pussy,black,hardcore,creampie,doggystyle,wet,ebony,dick,pussyfucking,africa,black-cock,naija", 127, 89,4,"101,658"
123,44.5k,55723473,calabar_slay_queen_convinced_to_be_fucked_on_camera_sucks_dick_and_gets_drilled,10 min,The Queens Show,"black,blowjob,ebony,pussyfucking", 90, 73,4,"119,782"
124,44.5k,51683149,fucking_the_guy_i_met_on_facebook_yesterday_cumshot_.power_of_spb_spe_part_2_hardcore,6 min,The Queens Show,"handjob,ebony,pussyfucking,big-ass,big-tits,african,big-cock,nigeria,black-cock,naija", 447, 279,14,"547,421"
125,44.5k,54719855,i_decided_to_have_some_dick_while_watching_tv,10 min,The Queens Show,"ebony,bbw,black-cock", 742, 567,1,"400,922"
126,44.5k,56495859,yellow_ebony_pussy_gets_fucked_by_a_long_fat_dick,10 min,The Queens Show,"black,hardcore,doggystyle,ebony,pussyfucking,big-ass,big-cock,africa,naija", 295, 213,7,"154,813"
127,44.5k,51903269,watch_me_take_this_huge_dick_in_my_tight_pussy,8 min,The Queens Show,"hardcore,blowjob,pussyfucking,hardsex,black-cock,naija", 500, 398,15,"492,934"
128,44.5k,50650941,she_asked_for_a_lift_and_got_fucked_instead,10 min,The Queens Show,"cumshot,cum,pussy,black,fucking,hardcore,creampie,brazilian,blowjob,fuck,squirt,deepthroat,pussyfucking,blowjobs,big-ass,big-dick,black-cock,naija,black-pussy,cum-on-pussy", 1.7k, 1.5k,22,"1,763,679"
129,44.5k,55456403,fat_bbw_babe_gets_her_big_ass_oiled_and_fucked,10 min,The Queens Show,"black,hardcore,doggystyle,ebony,pussyfucking,bbw,africa,black-cock", 608, 445,8,"379,710"
130,44.5k,51490623,_pastors_son_caught_on_camera_fucking_in_hotel_room_scandal_,6 min,The Queens Show,"fucking,hardcore,blowjob,handjob,pussyfucking,hardsex", 553, 454,9,"488,829"
131,44.5k,50568633,i_met_this_guy_in_the_bar_yesterday,10 min,The Queens Show,"black,fucking,hardcore,creampie,doggystyle,ebony,pussyfucking,big-ass,hardsex,big-tits,big-cock,nigeria,black-cock,naija,naija-queens", 262, 139,18,"272,330"
132,44.5k,53956507,muscular_dude_with_big_cock_fucks_ebony_milf_hard,11 min,The Queens Show,"ebony,pussyfucking,bbc,africa,nigeria,black-cock", 194, 137,7,"121,931"
133,44.5k,54652977,having_fun_fucking_in_the_kitchen_with_my_crew,10 min,The Queens Show,"black,milf,blowjob,doggystyle,ebony,pussyfucking,africa,nigeria,black-cock,naija", 369, 260,0,"304,258"
134,44.5k,51995653,getting_my_pussy_fucked_and_cumed_on,7 min,The Queens Show,"cumshot,cum,black,fucking,ebony,pussyfucking,african,africa,nigeria,black-cock,naija", 259, 195,15,"285,114"
135,44.5k,56026495,ebony_bbw_gets_fucked_really_hard_by_a_black_fat_long_dick_she_cries_for_more_pleasure,10 min,The Queens Show,"black,sucking,blowjob,doggystyle,ebony,pussyfucking,big-ass,big-cock,black-cock", 271, 204,6,"209,241"
136,44.5k,51623153,the_power_of_spb_spe_part_1,6 min,The Queens Show,"blowjob,ebony,black-cock", 305, 260,13,"320,839"
137,44.5k,56372357,i_had_a_chance_to_take_on_my_land_lords_daughter_she_rides_so_good,10 min,The Queens Show,"black,hardcore,ebony,pussyfucking,big-ass,africa,black-cock,naija", 127, 49,5,"97,120"
138,44.5k,53957243,big_boobed_milf_fucked_by_massive_dick,12 min,The Queens Show,"ebony,pussyfucking,africa,nigeria,black-cock", 512, 291,15,"334,514"
139,44.5k,56095809,pissed_off_girlfriend_gets_destroyed_with_a_large_cock_in_her_pussy_and_a_hot_cum_on_pussy_african_bangers,10 min,The Queens Show,"black,hardcore,blowjob,doggystyle,ebony,pussyfucking,africa,black-cock,naija", 713, 527,20,"463,607"
140,44.5k,53326119,early_morning_mad_fuck,14 min,The Queens Show,"creampie,milf,doggystyle,ebony,pussyfucking,african,nigerian,black-cock", 718, 585,12,"454,308"
141,44.5k,54566791,vivi_star_gets_fucked_by_a_marlians_long_dick._watch_her_big_ass_ride_that_cock,10 min,The Queens Show,"pussyfucking,big-ass,massage,bbw,bbc,africa,nigeria", 650, 431,10,"422,356"
142,44.5k,56426839,petit_bitch_with_pointed_nipples_and_firm_boobs_gets_her_pussy_rammed_by_a_long_cock,10 min,The Queens Show,"black,hardcore,blowjob,doggystyle,ebony,pussyfucking,africa,black-cock,naija", 76, 48,4,"60,979"
143,44.5k,56374881,petite_ebony_babe_with_nice_tits_gets_her_pussy_rammed_hard,10 min,The Queens Show,"black,hardcore,blowjob,doggystyle,ebony,big-cock,big-dick,africa,black-cock,naija", 108, 74,5,"88,037"
144,44.5k,53086529,new_years_early_morning_fuck,10 min,The Queens Show,"black,milf,doggystyle,ebony,pussyfucking,big-ass,massage,big-tits,bbc", 688, 612,29,"562,011"
145,44.5k,53163657,bored_on_christmas_day_so_we_had_to_fuck._i_squirt_so_hard_the_camera_man_had_to_run_away.,12 min,The Queens Show,"black,milf,blowjob,handjob,doggystyle,squirt,ebony,pussyfucking,african,nigerian,black-cock,the-queens-show", 152, 120,11,"157,656"
146,44.5k,55099297,ebony_bbw_gets_fucked_by_a_european_monster_cock,10 min,The Queens Show,"black,european,blowjob,doggystyle,ebony,pussyfucking,big-ass,big-cock,big-dick,nigeria,nigerian", 332, 244,12,"191,714"
147,44.5k,56044751,back_shot_and_pussy_drilling_with_a_creampie,10 min,The Queens Show,"cum,black,hardcore,creampie,ebony,pussyfucking,big-ass,black-cock,naija", 259, 203,3,"144,120"
148,44.5k,56698907,my_fuck_mate_gave_me_a_hard_dicking_after_a_shower,10 min,The Queens Show,"teen,black,hardcore,petite,doggystyle,wet,ebony,pussyfucking,africa,black-cock,naija", 63, 38,3,"36,981"
149,44.5k,55948541,big_ass_ebony_babe_gets_rammed_hard_by_a_long_cock,10 min,The Queens Show,"black,hardcore,doggystyle,ebony,pussyfucking,africa,black-cock,naija", 356, 252,8,"245,783"
150,44.5k,54764501,watch_me_get_fucked_in_these_video_compilations,11 min,The Queens Show,"pussy,blowjob,blowjobs,bbc,black-cock", 147, 104,0,"81,440"
151,44.5k,51369191,we_fucked_all_night_till_the_bed_broke._raw_fuck_no_condom_with_cum_on_ass,7 min,The Queens Show,"porn,cumshot,black,pornstar,ebony,pussyfucking,big-ass,hardsex,amateurs,nigeria,black-cock,naija", 564, 448,21,"647,068"
152,44.5k,51343693,greedy_boss_takes_spb_and_makes_his_staff_take_spe_.he_fucks_her_with_no_mercy_no_condom,6 min,The Queens Show,"doggystyle,pussyfucking", 26, 16,3,"80,203"
153,44.5k,51914529,fucking_my_sisters_husband,6 min,The Queens Show,"teen,black,hardcore,pornstar,handjob,ebony,pussyfucking,indian,japanese,african,africa", 238, 141,8,"275,059"
154,44.5k,51949537,fucking_and_cumming_compilation,6 min,The Queens Show,"sex,ebony,pussyfucking,big-dick,black-cock", 139, 63,10,"98,402"
155,44.5k,54983209,fat_pussy_vivi_star_gets_fucked_by_a_fat_dick_in_lagos,10 min,The Queens Show,"black,ebony,pussyfucking,big-ass,massage,bbw,africa,nigeria,black-cock", 301, 177,12,"181,817"
156,44.5k,53562015,i_and_my_chemistry_student_fucking,10 min,The Queens Show,"milf,blowjob,doggystyle,ebony,pussyfucking,african,nigerian,black-cock", 373, 307,11,"399,445"
157,44.5k,50448807,verification_video,19 sec,The Queens Show,"big-ass,big-tits,nigeria,naija,porn-star,nollywood,nigerians,verified-profiles,verification-video,naija-queens", 88, 17,7,"43,532"
158,44.5k,51662587,african_high_school_principal_fucked_by_young_staff.power_of_spb_spe_part_2_hardcore,7 min,The Queens Show,"black,hardcore,ebony,pussyfucking,big-ass,hardsex,black-cock", 177, 139,4,"240,605"
159,44.5k,51335583,african_hardcore_sex_match,6 min,The Queens Show,"pussy,black,blowjob,doggystyle,wet,ebony,pussyfucking,black-cock", 54, 36,0,"71,094"
160,37k,57064707,black_dicks_are_the_best..._i_wonder_if_porn_camera_men_gets_horny_this_video_is_juice,10 min,Uglygalz,"porno,black,pornstar,milf,blowjob,doggystyle,amateur,homemade,ebony,big-ass,bbw,big-cock,big-dick,big-boobs,africa,nigeria,black-cock,nollywood,nolly,uglygalz", 260, 116,31,"159,701"
161,37k,56905813,no_way_out,7 min,Nolly Porn,"porn,sex,pussy,black,hardcore,pornstar,doggystyle,ebony,african,big-cock,big-dick,africa,nigeria,nigerian,naija,nollywood,nolly,krissyjoh,nollyporn,uglygalz", 284, 173,17,"198,975"
162,37k,56833085,who_is_she,11 min,Nolly Porn,"porn,porno,sex,sucking,pornstar,blowjob,homemade,couple,amateurs,african,big-cock,big-dick,nigeria,nigerian,naija,nollywood,nolly,krissyjoh,nollyporn,uglygalz", 161, 122,7,"89,226"
163,37k,56928025,big_black_ass_amateurs_2_blacks_fuck_threesome_amateur,11 min,Uglygalz,"porno,pussy,black,fucking,pornstar,milf,doggystyle,amateur,redhead,fuck,threesome,deepthroat,ebony,big-ass,big-cock,big-dick,small-tits,nigeria,uglygalz1", 94, 43,7,"53,433"
164,37k,56637991,homemade_hardcore_with_krissyjoh,10 min,Uglygalz,"porno,hot,pornstar,creampie,milf,tattoo,homemade,blowjobs,big-ass,horny,big-cock,big-dick,africa,nigeria,black-cock,krissyjoh,nollyporn,uglygalz", 396, 237,21,"264,308"
165,37k,53843265,uglygalz_sluts_sets_a_threesome,10 min,Uglygalz,"porno,black,pornstar,milf,blowjob,tattoo,threesome,deepthroat,ebony,booty,big-ass,bbw,nigeria,black-dick,ghana,nollywood,uglygalz,uglygalz1", 1k, 679,82,"901,746"
166,37k,55919369,next_month_will_make_u_one_year_old_i_miss_you_baby_you_make_be_creamy_you_make_me_cum_i_love_you,5 min,Uglygalz,"porn,porno,black,pornstar,oil,masturbation,big-ass,cam,amateurs,free,big-cock,big-boobs,africa,nigeria,nolly,uglygalz", 137, 64,17,"114,683"
167,37k,56833771,july_2020_homemade_porn_with_my_girlfriend,5 min,Nolly Porn,"porn,porno,sex,pornstar,homemade,pussyfucking,couple,amateurs,african,big-cock,big-dick,africa,nigeria,nigerian,naija,nollywood,nolly,krissyjoh,nollyporn,uglygalz", 100, 53,2,"41,783"
168,37k,54387479,uglygalz_lesbian_fuck,5 min,Uglygalz,"porno,black,big,sucking,pornstar,milf,toy,ebony,pussyfucking,bdsm,bigclit,nigeria,nolly,uglygalz", 266, 139,25,"207,421"
169,37k,56288701,sloppy_dick_message..._black_dick_so_sweet_i_cum_four_times_birthdaysex,5 min,Uglygalz,"porn,porno,cumshot,pornstar,milf,blowjob,amateur,homemade,threesome,deepthroat,ebony,big-ass,african,big-cock,big-dick,huge-dick,big-boobs,nolly,uglygalz1,afrocandi", 218, 135,19,"172,244"
170,37k,56968963,africa_nigeria_best_nipples_award_goes_to_uglygalz,8 min,Uglygalz,"porno,pornstar,milf,doggystyle,tattoo,amateur,fuck,nipples,ebony,cowgirl,big-ass,creamy,big-tits,big-boobs,africa,nigeria,nollywood,uglygalz1", 133, 56,15,"63,667"
171,37k,51336643,bbw_fucked_brother_and_his_friend_with_enjoy_nackam4me,8 min,Uglygalz,"porno,cumshot,cum,pussy,black,hardcore,sucking,pornstar,blowjob,threesome,ebony,hardsex,bbw,amateurs,big-dick,black-cock,uglygalz", 260, 100,22,"227,198"
172,37k,56790937,nigerian_porn_stars_had_good_time_in_public_boat_somewhere_in_africa_uglygalz_and_krissyjoh_,60 sec,Nolly Porn,"boobs,outdoor,amateur,public,love,african,romance,africa,nigeria,nigerian,naija,nollywood,nolly,krissyjoh,nollyporn,nolly-porn,krissyjoh-production,uglygalz", 128, 79,9,"166,799"
173,37k,56618695,uglygalz_vs_krissyjoh_hot_porn,15 min,Uglygalz,"sex,pussy,hardcore,pornstar,milf,blowjob,big-ass,big-tits,african,big-cock,big-dick,africa,nigeria,nigerian,naija,nolly,krissyjoh,nolly-porn,uglygalz,uglygalz-production", 399, 269,13,"230,054"
174,37k,53443425,nigerians_got_no_big_dick_skills,11 min,Uglygalz,"porn,porno,black,hardcore,creampie,blowjob,pussyfucking,bdsm,big-tits,big-dick,ghana", 696, 530,26,"573,763"
175,37k,56637251,uglygalz_rides_krissyjoh_while_editing_porn_video,10 min,Uglygalz,"porno,black,pornstar,milf,amateur,ebony,big-ass,big-cock,big-dick,big-boobs,africa,nigeria,black-cock,krissyjoh,nolly-porn,uglygalz", 867, 574,24,"497,913"
176,37k,52229645,my_roommate_fucks_me_and_cum_inside_close_up_creampie_,7 min,Uglygalz,"anal,cum,dildo,pornstar,creampie,doggystyle,amateur,teenie,squirt,toys,ebony,masturbation,big-ass,big-cock,big-dick,big-boobs,nigeria,ghana,uglygalz", 133, 78,22,"126,749"
177,37k,51057459,busty_step_sister_holly_michaels_lets_her_brother_fuck_while_mom_s_not_home,6 min,Uglygalz,"cumshot,black,hardcore,pornstar,milf,doggystyle,tattoo,amateur,ebony,big-ass,quickie,big-cock,big-dick,africa,nigeria,black-cock,ghana,uglygalz", 2.7k, 1.8k,54,"2,767,616"
178,37k,51976299,strewberry_and_uglygalz_colaboration,12 min,Uglygalz,"cumshot,black,hardcore,amateur,fingering,ebony,africa,nigeria,ghana,verification-video,uglygalz", 1.9k, 1.6k,3,"1,883,608"
179,37k,56477831,nolly_porn_boss_krissyjoh_fucked_uglygalz_on_her_birthday,10 min,Uglygalz,"hardcore,sucking,pornstar,milf,blowjob,amateur,big-ass,big-tits,african,big-cock,big-dick,africa,nigeria,nigerian,naija,krissyjoh,nollyporn,nolly-porn,uglygalz,uglygalz-production", 485, 352,27,"360,505"
180,37k,56049055,best_cowgirl_ever,7 min,Uglygalz,"porno,black,pornstar,milf,doggystyle,ebony,cowgirl,big-ass,amateurs,big-dick,big-boobs,nigeria,nolly,uglygalz,uglygalz1", 205, 104,10,"129,407"
181,37k,54387661,uglygalz_fucks_ebony_creamy_pussy,5 min,Uglygalz,"porno,lesbian,black,sucking,pornstar,creampie,ebony,bdsm,lesbo,big-ass,bigclit,africa,nigeria,nolly,uglygalz", 294, 155,32,"203,467"
182,37k,56176531,i_love_blow_job_and_i_am_the_best_at_it,7 min,Uglygalz,"porn,porno,cum,black,hardcore,pornstar,milf,blowjob,doggystyle,tattoo,deepthroat,ebony,big-ass,african,big-cock,strawberry,nigeria,nolly,uglygalz1", 175, 96,17,"130,047"
183,37k,50443811,creamy_lesbian_bdsm_preview_full_vidoe_on_xvideo_red,14 min,Uglygalz,"cum,lesbian,black,creampie,toys,pussyfucking,bdsm,fetish,bondage,babes,femdom,africa,nigeria,uglygalz", 477, 316,7,"322,767"
184,37k,53518771,uglygalz_trip_to_ghana_part_one,6 min,Uglygalz,"hardcore,creampie,blowjob,amateur,homemade,masturbation,18yo,big-dick,uglygalz", 708, 438,88,"565,594"
185,37k,49467383,lady_deceived_robber_to_have_sex_instead_of_robbing_her,8 min,Uglygalz,"cumshot,blonde,blowjob,rough,doggystyle,tattoo,redhead,threesome,ebony,missionary,africa,nigeria,uglygalz", 502, 265,20,"390,759"
186,37k,49780897,brother_and_bbw_sister_fuck_hardcore_after_mastubation,10 min,Uglygalz,"cum,tits,interracial,tattoo,vibrator,masturbation,horny,creamy,boyfriend,freak,vibration,big-clit,uglygalz,hardcore-mastubation", 968, 490,21,"700,640"
187,37k,54341987,king_krissyjoh_and_queen_uglygalz_hot_nigerian_african_porn_video_-_nollyporn,17 min,Nolly Porn,"porn,porno,sex,black,pornstar,ebony,big-ass,african,big-cock,big-dick,africa,nigeria,nigerian,naija,nollywood,nolly,krissyjoh,nollyporn,krissyjoh-production,uglygalz", 1.7k, 1.2k,26,"1,062,831"
188,37k,50963043,bbw_gets_the_fuck_of_a_century_with_spb,14 min,Uglygalz,"pussy,black,hardcore,sucking,interracial,pornstar,blowjob,tattoo,amateur,redhead,fuck,oil,dick,big-ass,massage,nuru,doggie-style,natural-tits,verified,uglygalz", 978, 602,38,"898,576"
189,37k,50075105,bbw_hardcore_fuck_random_spb_test_fuck,20 min,Uglygalz,"black,hardcore,big,pornstar,blowjob,tattoo,redhead,fuck,africa,nigeria,black-cock,uglygalz", 578, 340,32,"487,298"
190,37k,53585781,uglygalz_live_sex_show_in_ghana,6 min,Uglygalz,"porno,lesbian,pussy,black,pornstar,creampie,deepthroat,masturbation,pussyfucking,public,big-dick,nigeria,ghana,uglygalz1", 150, 90,10,"142,973"
191,37k,54744903,lady_in_red_gets_fuck_by_two_big_black_dicks,8 min,Uglygalz,"porn,porno,cum,black,hardcore,boobs,creampie,milf,ebony,big-ass,big-dick,africa,nigeria,black-cock,nolly,uglygalz", 203, 129,35,"154,361"
192,37k,50053969,i_masturbate_to_my_own_video_and_cum_very_hard,14 min,Uglygalz,"cum,lesbian,pussy,black,blonde,amateur,redhead,toys,masturbation,pussyfucking,big-ass,big-tits,nigeria,big-clit,uglygalz", 306, 180,4,"269,911"
193,37k,55983907,strawberry_a_nigerian_porn_star_fucks_krissyjoh_nolly_porn_s_fiancee_uglygalz_on_set,7 min,Uglygalz,"porno,cumshot,black,pornstar,milf,blowjob,tattoo,amateur,ebony,big-ass,big-dick,big-boobs,strawberry,nigeria,black-cock,natural-tits,nolly-porn,uglygalz", 385, 292,19,"332,637"
194,37k,55339817,who_s_does_love_sex_a_little_push_and_it_s_in_no_no_no_no_before_i_knew_it_i_was_saying_yes_yes_yes,5 min,Uglygalz,"porno,black,pornstar,milf,doggystyle,amateur,ebony,big-ass,orgasm,tatoo,big-dick,big-boobs,nolly,uglygalz,uglygalz1", 141, 93,24,"85,380"
195,37k,54263415,micheal_fucks_so_hard,6 min,Uglygalz,"porno,black,pornstar,milf,blowjob,ebony,booty,big-ass,big-cock,nigeria,black-cock,nolly,uglygalz", 447, 330,43,"445,181"
196,37k,56583391,big_dick_pussy_fucking_porno,10 min,Nolly Porn,"porn,sex,pussy,black,hardcore,pornstar,fuck,ebony,dick,pussyfucking,big-cock,big-dick,nigeria,nigerian,naija,nollywood,nolly,krissyjoh,nollyporn,uglygalz", 179, 100,7,"97,916"
197,37k,51467509,krissyjoh_vs_uglygalz_porn_video_preview_trailer_and_behind_the_scene_sex_clip_-_nollyporn,5 min,Nolly Porn,"porn,sex,hardcore,pornstar,ebony,big-ass,bbw,african,big-cock,big-dick,africa,nigeria,nigerian,naija,behind-the-scene,nollywood,nolly,krissyjoh,nollyporn,uglygalz", 2.6k, 2.1k,31,"3,032,542"
198,37k,55744933,mr_spicy_made_me_bleed_fuck_spb_was_dope_watch_full_video_on_xvideos_red,29 sec,Uglygalz,"porno,cumshot,black,hardcore,pornstar,milf,blowjob,tattoo,massage,amateurs,african,nigeria,ghana,spb,uglygalz1", 70, 40,12,"83,621"
199,37k,51465987,horny_japanese_exchange_student_sneaks_into_my_room_for_a_rough_fuck,11 min,Uglygalz,"porno,cumshot,pussy,black,hardcore,pornstar,amateur,fingering,ebony,big-ass,big-cock,africa,nigeria,verification-video,uglygalz", 504, 315,14,"415,783"
200,37k,53648641,uglygalz_ghana_vacation_compilation_big_black_dick,5 min,Uglygalz,"porn,porno,cumshot,black,hardcore,blowjob,doggystyle,deepthroat,ebony,big-ass,bbw,amateurs,nigeria,black-cock,ghana,triller,uglygalz", 587, 290,58,"411,611"
201,37k,50918177,he_couldn_t_cum_cause_i_ran_away_he_fucked_so_hard_with_spb,9 min,Uglygalz,"hardcore,sucking,blowjob,fingering,redhead,pussyfucking,amateurs,nigeria,uglygalz", 1.2k, 803,39,"1,092,230"
202,37k,54342627,naija_uncensored_romance_movie_sex_scene_with_african_porn_queen_uglygalz_and_krissyjoh_-_nollyporn,13 min,Nolly Porn,"porn,porno,sex,pussy,black,pornstar,ebony,big-ass,african,big-cock,big-dick,africa,nigeria,nigerian,naija,nolly,krissyjoh,nollyporn,krissyjoh-production,uglygalz", 1k, 815,21,"787,546"
203,37k,49871507,mask_hardcore,5 min,Uglygalz,"cumshot,black,blowjob,doggystyle,tattoo,fingering,ebony,masturbation,mom,orgasm,son,taboo,africa,nigeria,mother-and-son,uglygalz", 1.5k, 1.2k,29,"1,568,046"
204,37k,52454523,african_sex_goddess_uglygalz_had_a_good_time_with_nigerian_pornstar_krissyjoh_-_nollyporn,5 min,Nolly Porn,"porn,porno,sex,black,hardcore,pornstar,ebony,big-ass,african,big-cock,big-dick,africa,nigeria,nigerian,naija,nollywood,nolly,krissyjoh,nollyporn,uglygalz", 2.2k, 1.6k,39,"2,311,367"
205,37k,54622279,milf_get_licked_and_fucked_by_a_big_black_dick,8 min,Uglygalz,"porno,pussy,licking,black,hardcore,sucking,pornstar,creampie,milf,tattoo,amateur,ebony,africa,nigeria,corona,black-cock,big-clit,nolly,uglygalz", 160, 91,42,"109,853"
